"","Var1","Freq"
"637","광주광역시 남구 유안초등북1길",1
"638","광주광역시 남구 유안초등북2길",1
"639","광주광역시 남구 유안초등북길",14
"640","광주광역시 남구 임암길",3
"641","광주광역시 남구 입하1길",5
"642","광주광역시 남구 입하2길",1
"643","광주광역시 남구 입하길",3
"644","광주광역시 남구 정율성로",10
"645","광주광역시 남구 제석로",21
"646","광주광역시 남구 제석로80번길",12
"647","광주광역시 남구 제석로80번안길",2
"648","광주광역시 남구 제중로",28
"649","광주광역시 남구 제중로134번길",4
"650","광주광역시 남구 제중로46번길",4
"651","광주광역시 남구 제중로47번길",2
"652","광주광역시 남구 중앙로",26
"653","광주광역시 남구 중앙로107번길",1
"654","광주광역시 남구 중앙로110번길",3
"655","광주광역시 남구 중앙로24번길",1
"656","광주광역시 남구 중앙로50번길",3
"657","광주광역시 남구 중앙로95번안길",1
"658","광주광역시 남구 진다리로",13
"659","광주광역시 남구 진다리로24번길",2
"660","광주광역시 남구 진다리로39번길",5
"661","광주광역시 남구 진다리로40번길",4
"662","광주광역시 남구 진다리로52번길",1
"663","광주광역시 남구 진다리로6번길",1
"664","광주광역시 남구 진다리로6번나길",1
"665","광주광역시 남구 진제길",9
"666","광주광역시 남구 천변좌로",11
"667","광주광역시 남구 천변좌로338번길",5
"668","광주광역시 남구 천변좌로370번길",2
"669","광주광역시 남구 천변좌로382번길",2
"670","광주광역시 남구 천변좌로418번길",3
"671","광주광역시 남구 천변좌로552번길",3
"672","광주광역시 남구 천변좌로566번가길",1
"673","광주광역시 남구 천변좌로566번길",3
"674","광주광역시 남구 천변좌로566번다길",1
"675","광주광역시 남구 천변좌로586번길",1
"676","광주광역시 남구 큰방림길",2
"677","광주광역시 남구 판촌길",1
"678","광주광역시 남구 포충로",26
"679","광주광역시 남구 하지석길",1
"680","광주광역시 남구 행암길",2
"681","광주광역시 남구 행암도동길",1
"682","광주광역시 남구 화산로",21
"683","광주광역시 남구 화산로31번길",9
"684","광주광역시 남구 화산로31번안길",5
"685","광주광역시 남구 화산로73번길",6
"686","광주광역시 남구 화정로254번길",2
"687","광주광역시 남구 화정로260번길",4
"688","광주광역시 남구 화정로272번길",1
"689","광주광역시 남구 회서로",9
"690","광주광역시 남구 회서로11번길",8
"691","광주광역시 남구 회서로12번길",1
"692","광주광역시 남구 회서로21번가길",1
"693","광주광역시 남구 회서로21번길",3
"694","광주광역시 남구 회서로21번나길",1
"695","광주광역시 남구 회서로22번가길",3
"696","광주광역시 남구 회서로22번길",7
"697","광주광역시 남구 회서로22번나길",2
"698","광주광역시 남구 회서로22번다길",1
"699","광주광역시 남구 회서로51번길",1
"700","광주광역시 남구 회서로52번길",4
"701","광주광역시 남구 회재로",34
"702","광주광역시 남구 회재로1186번길",8
"703","광주광역시 남구 회재로1200번길",4
"704","광주광역시 남구 회재로1218번길",1
"705","광주광역시 남구 회재로1223번길",8
"706","광주광역시 남구 회재로1224번길",3
"707","광주광역시 남구 회재로1230번길",2
"708","광주광역시 남구 회재로1231번길",1
"709","광주광역시 남구 회재로1249번길",1
"710","광주광역시 남구 회재로1252번길",1
"711","광주광역시 남구 효덕로",91
"712","광주광역시 남구 효덕로300번길",6
"713","광주광역시 남구 효사랑길",12
"714","광주광역시 남구 효우2로",4
"715","광주광역시 남구 효우2로26번길",37
"716","광주광역시 남구 효우로",19
"717","광주광역시 남구 효우로130번길",2
"718","광주광역시 남구 효우로230번길",2
"719","광주광역시 남구 효우로60번길",6
"720","광주광역시 남구 효우로77번길",5
"721","광주광역시 남구 효우로93번길",15
"722","광주광역시 동구 갈마로",9
"723","광주광역시 동구 경양로",25
"724","광주광역시 동구 경양로224번길",1
"725","광주광역시 동구 경양로236번길",2
"726","광주광역시 동구 경양로243번길",4
"727","광주광역시 동구 경양로247번길",9
"728","광주광역시 동구 경양로248번길",1
"729","광주광역시 동구 경양로259번길",1
"730","광주광역시 동구 경양로277번길",4
"731","광주광역시 동구 경양로321번길",1
"732","광주광역시 동구 경양로339번길",1
"733","광주광역시 동구 경양로367번길",2
"734","광주광역시 동구 경양로379번길",2
"735","광주광역시 동구 계림로",1
"736","광주광역시 동구 계림로20번길",1
"737","광주광역시 동구 구성로",68
"738","광주광역시 동구 구성로148번길",1
"739","광주광역시 동구 구성로152번길",11
"740","광주광역시 동구 구성로194번길",19
"741","광주광역시 동구 구성로204번길",8
"742","광주광역시 동구 구성로238번길",2
"743","광주광역시 동구 금남로",68
"744","광주광역시 동구 금남로169번길",9
"745","광주광역시 동구 남계길",2
"746","광주광역시 동구 남문로",112
"747","광주광역시 동구 남문로567번길",1
"748","광주광역시 동구 남문로587번길",2
"749","광주광역시 동구 남문로622번길",2
"750","광주광역시 동구 남문로634번길",2
"751","광주광역시 동구 남문로644번길",1
"752","광주광역시 동구 남문로648번길",5
"753","광주광역시 동구 남문로693번길",5
"754","광주광역시 동구 남문로701번길",5
"755","광주광역시 동구 남문로713번길",6
"756","광주광역시 동구 남문로727번길",1
"757","광주광역시 동구 남문로744번길",1
"758","광주광역시 동구 남문로753번길",15
"759","광주광역시 동구 남문로754번길",4
"760","광주광역시 동구 녹동길",2
"761","광주광역시 동구 독립로",42
"762","광주광역시 동구 독립로226번길",2
"763","광주광역시 동구 독립로264번길",30
"764","광주광역시 동구 독립로368번길",1
"765","광주광역시 동구 동계로",13
"766","광주광역시 동구 동계로10번길",1
"767","광주광역시 동구 동계로12번길",1
"768","광주광역시 동구 동계로15번길",2
"769","광주광역시 동구 동계로1번길",2
"770","광주광역시 동구 동계로9번길",1
"771","광주광역시 동구 동계천로",110
"772","광주광역시 동구 동계천로43번길",2
"773","광주광역시 동구 동계천로53번길",4
"774","광주광역시 동구 동계천로5번길",1
"775","광주광역시 동구 동계천로6번길",15
"776","광주광역시 동구 동계천로95번길",2
"777","광주광역시 동구 동명로",44
"778","광주광역시 동구 동명로110번길",3
"779","광주광역시 동구 동명로14번길",10
"780","광주광역시 동구 동명로20번길",5
"781","광주광역시 동구 동명로25번길",8
"782","광주광역시 동구 동명로26번길",3
"783","광주광역시 동구 동명로67번길",9
"784","광주광역시 동구 동명로69번길",6
"785","광주광역시 동구 동명로70번길",1
"786","광주광역시 동구 동산길",2
"787","광주광역시 동구 동산길7번길",3
"788","광주광역시 동구 무등로",80
"789","광주광역시 동구 무등로304번길",5
"790","광주광역시 동구 무등로306번길",4
"791","광주광역시 동구 무등로307번길",23
"792","광주광역시 동구 무등로321번길",6
"793","광주광역시 동구 무등로333번길",1
"794","광주광역시 동구 무등로375번길",19
"795","광주광역시 동구 무등로384번길",5
"796","광주광역시 동구 무등로385번길",5
"797","광주광역시 동구 무등로415번길",7
"798","광주광역시 동구 무등로449번길",4
"799","광주광역시 동구 문화전당로",23
"800","광주광역시 동구 문화전당로16번길",1
"801","광주광역시 동구 문화전당로23번길",11
"802","광주광역시 동구 문화전당로26번길",9
"803","광주광역시 동구 문화전당로35번길",76
"804","광주광역시 동구 밤실로",46
"805","광주광역시 동구 밤실로116번길",1
"806","광주광역시 동구 밤실로120번길",1
"807","광주광역시 동구 밤실로20번길",1
"808","광주광역시 동구 밤실로30번길",3
"809","광주광역시 동구 밤실로43번길",1
"810","광주광역시 동구 밤실로4번길",1
"811","광주광역시 동구 백서로",44
"812","광주광역시 동구 백서로117번길",4
"813","광주광역시 동구 백서로119번길",2
"814","광주광역시 동구 백서로125번길",54
"815","광주광역시 동구 백서로137번길",2
"816","광주광역시 동구 백서로153번길",12
"817","광주광역시 동구 백서로166번길",9
"818","광주광역시 동구 백서로175번길",5
"819","광주광역시 동구 백서로176번길",5
"820","광주광역시 동구 백서로189번길",3
"821","광주광역시 동구 백서로197번길",1
"822","광주광역시 동구 산수길",2
"823","광주광역시 동구 산수길27번길",2
"824","광주광역시 동구 산수길35번길",1
"825","광주광역시 동구 산수길39번길",4
"826","광주광역시 동구 서남로",11
"827","광주광역시 동구 서남로33번길",5
"828","광주광역시 동구 서석로",58
"829","광주광역시 동구 서석로10번길",4
"830","광주광역시 동구 서석로7번길",31
"831","광주광역시 동구 서석로85번길",12
"832","광주광역시 동구 서암대로",4
"833","광주광역시 동구 선교로",7
"834","광주광역시 동구 성촌길",5
"835","광주광역시 동구 소태길",4
"836","광주광역시 동구 소태길3번길",1
"837","광주광역시 동구 양림로",43
"838","광주광역시 동구 양림로115번길",1
"839","광주광역시 동구 양림로119번길",12
"840","광주광역시 동구 예술길",26
"841","광주광역시 동구 예술길15번길",1
"842","광주광역시 동구 운림길",4
"843","광주광역시 동구 운림길75번길",1
"844","광주광역시 동구 의재로",78
"845","광주광역시 동구 의재로109번길",1
"846","광주광역시 동구 의재로136번길",25
"847","광주광역시 동구 의재로26번길",1
"848","광주광역시 동구 의재로33번길",2
"849","광주광역시 동구 의재로43번길",1
"850","광주광역시 동구 의재로82번길",1
"851","광주광역시 동구 의재로86번길",1
"852","광주광역시 동구 의재로96번길",1
"853","광주광역시 동구 장동로",64
"854","광주광역시 동구 장동로43번길",3
"855","광주광역시 동구 제봉로",99
"856","광주광역시 동구 제봉로110번길",24
"857","광주광역시 동구 제봉로140번길",2
"858","광주광역시 동구 제봉로158번길",1
"859","광주광역시 동구 제봉로178번길",3
"860","광주광역시 동구 제봉로17번길",59
"861","광주광역시 동구 제봉로184번길",16
"862","광주광역시 동구 제봉로190번길",14
"863","광주광역시 동구 제봉로194번길",20
"864","광주광역시 동구 제봉로200번길",7
"865","광주광역시 동구 제봉로212번길",2
"866","광주광역시 동구 제봉로213번길",6
"867","광주광역시 동구 제봉로222번길",17
"868","광주광역시 동구 제봉로82번길",14
"869","광주광역시 동구 제봉로98번길",7
"870","광주광역시 동구 준법로",10
"871","광주광역시 동구 중앙로",97
"872","광주광역시 동구 중앙로160번길",125
"873","광주광역시 동구 중앙로196번길",30
"874","광주광역시 동구 중앙로246번길",1
"875","광주광역시 동구 중앙로272번길",3
"876","광주광역시 동구 중앙로363번길",1
"877","광주광역시 동구 중흥로",1
"878","광주광역시 동구 중흥로209번길",1
"879","광주광역시 동구 중흥로213번길",3
"880","광주광역시 동구 증심사길",13
"881","광주광역시 동구 증심사길30번길",16
"882","광주광역시 동구 증심천로",13
"883","광주광역시 동구 증심천로33번길",1
"884","광주광역시 동구 지산로",62
"885","광주광역시 동구 지산로38번길",1
"886","광주광역시 동구 지산로63번길",2
"887","광주광역시 동구 지산로78번길",5
"888","광주광역시 동구 지산로85번길",2
"889","광주광역시 동구 지산로89번길",4
"890","광주광역시 동구 지원로",3
"891","광주광역시 동구 지원로5번길",5
"892","광주광역시 동구 지호로",62
"893","광주광역시 동구 지호로124번길",2
"894","광주광역시 동구 지호로127번길",6
"895","광주광역시 동구 지호로160번길",1
"896","광주광역시 동구 지호로164번길",7
"897","광주광역시 동구 지호로52번길",1
"898","광주광역시 동구 지호로70번길",2
"899","광주광역시 동구 참판로",5
"900","광주광역시 동구 참판로20번길",1
"901","광주광역시 동구 참판로26번길",1
"902","광주광역시 동구 천변우로",50
"903","광주광역시 동구 천변좌로",1
"904","광주광역시 동구 천변좌로604번길",5
"905","광주광역시 동구 천변좌로630번길",1
"906","광주광역시 동구 충장로",97
"907","광주광역시 동구 충장로22번길",4
"908","광주광역시 동구 충장로46번길",6
"909","광주광역시 동구 충장로58번길",6
"910","광주광역시 동구 충장로안길",45
"911","광주광역시 동구 필문대로",109
"912","광주광역시 동구 필문대로106번길",1
"913","광주광역시 동구 필문대로123번길",2
"914","광주광역시 동구 필문대로137번길",1
"915","광주광역시 동구 필문대로153번길",4
"916","광주광역시 동구 필문대로159번길",3
"917","광주광역시 동구 필문대로165번길",1
"918","광주광역시 동구 필문대로187번길",13
"919","광주광역시 동구 필문대로191번길",23
"920","광주광역시 동구 필문대로192번길",20
"921","광주광역시 동구 필문대로205번길",27
"922","광주광역시 동구 필문대로206번길",4
"923","광주광역시 동구 필문대로218번길",2
"924","광주광역시 동구 필문대로263번길",1
"925","광주광역시 동구 필문대로273번길",44
"926","광주광역시 동구 필문대로287번길",101
"927","광주광역시 동구 필문대로289번길",8
"928","광주광역시 동구 필문대로295번길",8
"929","광주광역시 동구 필문대로60번길",2
"930","광주광역시 동구 학동길",7
"931","광주광역시 동구 학동안길",1
"932","광주광역시 동구 학소로",24
"933","광주광역시 동구 학소로106번길",3
"934","광주광역시 동구 학소로42번길",1
"935","광주광역시 동구 학소로62번길",1
"936","광주광역시 동구 학소로76번길",3
"937","광주광역시 동구 학소로86번길",1
"938","광주광역시 동구 학소로92번길",1
"939","광주광역시 동구 화산로",7
"940","광주광역시 동구 화산로238번길",2
"941","광주광역시 동구 화산로350번길",1
"942","광주광역시 북구 각화대로",9
"943","광주광역시 북구 각화대로13번길",6
"944","광주광역시 북구 각화대로69번길",1
"945","광주광역시 북구 갈마로",12
"946","광주광역시 북구 감적길",5
"947","광주광역시 북구 감적길60번길",1
"948","광주광역시 북구 거진길",2
"949","광주광역시 북구 경양로",29
"950","광주광역시 북구 경양로103번길",1
"951","광주광역시 북구 경양로119번길",1
"952","광주광역시 북구 경양로135번길",1
"953","광주광역시 북구 경양로147번길",4
"954","광주광역시 북구 경양로165번길",3
"955","광주광역시 북구 경양로197번길",1
"956","광주광역시 북구 경양로87번길",1
"957","광주광역시 북구 경양로97번길",2
"958","광주광역시 북구 경열로",35
"959","광주광역시 북구 경열로173번길",1
"960","광주광역시 북구 경열로186번길",5
"961","광주광역시 북구 경열로211번길",2
"962","광주광역시 북구 경열로212번길",3
"963","광주광역시 북구 경열로233번길",3
"964","광주광역시 북구 경열로234번길",1
"965","광주광역시 북구 고사길",2
"966","광주광역시 북구 고운로",6
"967","광주광역시 북구 고운로13번길",1
"968","광주광역시 북구 고운로23번길",2
"969","광주광역시 북구 고운로5번길",1
"970","광주광역시 북구 군왕로",90
"971","광주광역시 북구 군왕로117번길",2
"972","광주광역시 북구 군왕로129번길",1
"973","광주광역시 북구 군왕로130번길",1
"974","광주광역시 북구 군왕로141번길",1
"975","광주광역시 북구 군왕로168번길",3
"976","광주광역시 북구 군왕로171번길",2
"977","광주광역시 북구 군왕로182번길",3
"978","광주광역시 북구 군왕로18번길",3
"979","광주광역시 북구 군왕로193번길",2
"980","광주광역시 북구 군왕로203번길",1
"981","광주광역시 북구 군왕로207번길",3
"982","광주광역시 북구 군왕로208번길",9
"983","광주광역시 북구 군왕로32번길",1
"984","광주광역시 북구 군왕로45번길",1
"985","광주광역시 북구 군왕로51번길",5
"986","광주광역시 북구 군왕로71번길",1
"987","광주광역시 북구 군왕로8번길",15
"988","광주광역시 북구 군왕로93번길",2
"989","광주광역시 북구 금곡한고샅길",1
"990","광주광역시 북구 금남로",10
"991","광주광역시 북구 금남로115번길",2
"992","광주광역시 북구 금남로131번길",11
"993","광주광역시 북구 금남로132번길",6
"994","광주광역시 북구 금녕길",8
"995","광주광역시 북구 금당마을길",4
"996","광주광역시 북구 금재로",8
"997","광주광역시 북구 금재로1번길",4
"998","광주광역시 북구 금재로29번길",3
"999","광주광역시 북구 금재로36번길",11
"1000","광주광역시 북구 금재로75번길",2
"1001","광주광역시 북구 금호로",51
"1002","광주광역시 북구 금호로120번길",1
"1003","광주광역시 북구 금호로40번길",2
"1004","광주광역시 북구 금호로6번길",1
"1005","광주광역시 북구 금호로86번길",4
"1006","광주광역시 북구 능안로",10
"1007","광주광역시 북구 능안로12번길",5
"1008","광주광역시 북구 능안로22번길",5
"1009","광주광역시 북구 닭뫼길",1
"1010","광주광역시 북구 당뫼로",12
"1011","광주광역시 북구 당뫼로13번길",1
"1012","광주광역시 북구 당뫼로39번길",1
"1013","광주광역시 북구 당뫼로4번길",2
"1014","광주광역시 북구 당뫼로8번길",1
"1015","광주광역시 북구 대자로",155
"1016","광주광역시 북구 대자로106번길",2
"1017","광주광역시 북구 대자로42번길",2
"1018","광주광역시 북구 대자로54번길",2
"1019","광주광역시 북구 대자실로",37
"1020","광주광역시 북구 대천로",87
"1021","광주광역시 북구 대천로139번길",14
"1022","광주광역시 북구 대천로157번길",7
"1023","광주광역시 북구 대천로169번길",4
"1024","광주광역시 북구 독립로",25
"1025","광주광역시 북구 독립로237번길",3
"1026","광주광역시 북구 독립로255번길",11
"1027","광주광역시 북구 독립로349번길",2
"1028","광주광역시 북구 독립로367번길",5
"1029","광주광역시 북구 독립로402번길",2
"1030","광주광역시 북구 동림용산로",17
"1031","광주광역시 북구 동문대로",113
"1032","광주광역시 북구 동문대로100번길",11
"1033","광주광역시 북구 동문대로10번길",5
"1034","광주광역시 북구 동문대로110번길",6
"1035","광주광역시 북구 동문대로111번길",1
"1036","광주광역시 북구 동문대로112번길",5
"1037","광주광역시 북구 동문대로121번길",1
"1038","광주광역시 북구 동문대로122번길",11
"1039","광주광역시 북구 동문대로134번길",15
"1040","광주광역시 북구 동문대로167번길",1
"1041","광주광역시 북구 동문대로168번길",7
"1042","광주광역시 북구 동문대로186번길",8
"1043","광주광역시 북구 동문대로191번길",7
"1044","광주광역시 북구 동문대로204번길",8
"1045","광주광역시 북구 동문대로248번길",7
"1046","광주광역시 북구 동문대로266번길",6
"1047","광주광역시 북구 동문대로65번길",1
"1048","광주광역시 북구 동문대로85번길",21
"1049","광주광역시 북구 동문대로86번길",5
"1050","광주광역시 북구 동문대로97번길",25
"1051","광주광역시 북구 동배마을길",2
"1052","광주광역시 북구 동운로",30
"1053","광주광역시 북구 동운로201번길",11
"1054","광주광역시 북구 동운로213번길",3
"1055","광주광역시 북구 두리봉길",4
"1056","광주광역시 북구 두리봉길5번길",1
"1057","광주광역시 북구 두방길",3
"1058","광주광역시 북구 두방길32번길",1
"1059","광주광역시 북구 두암동",1
"1060","광주광역시 북구 들자미길",1
"1061","광주광역시 북구 들재매길",2
"1062","광주광역시 북구 등촌길",2
"1063","광주광역시 북구 등촌길24번길",1
"1064","광주광역시 북구 매곡로",47
"1065","광주광역시 북구 매곡로69번길",7
"1066","광주광역시 북구 매곡로86번길",3
"1067","광주광역시 북구 매봉로",1
"1068","광주광역시 북구 면앙로",56
"1069","광주광역시 북구 면앙로121번길",33
"1070","광주광역시 북구 면앙로133번길",7
"1071","광주광역시 북구 면앙로139번길",13
"1072","광주광역시 북구 면앙로155번길",5
"1073","광주광역시 북구 면앙로156번길",10
"1074","광주광역시 북구 면앙로165번길",16
"1075","광주광역시 북구 면앙로170번길",1
"1076","광주광역시 북구 면앙로185번길",3
"1077","광주광역시 북구 면앙로192번길",3
"1078","광주광역시 북구 면앙로31번길",1
"1079","광주광역시 북구 면앙로32번길",8
"1080","광주광역시 북구 면앙로44번길",2
"1081","광주광역시 북구 면앙로6번길",16
"1082","광주광역시 북구 면앙로79번길",1
"1083","광주광역시 북구 면앙로89번길",1
"1084","광주광역시 북구 모룡대길",3
"1085","광주광역시 북구 모생마을길",1
"1086","광주광역시 북구 모생마을길1번길",3
"1087","광주광역시 북구 무등로",75
"1088","광주광역시 북구 무등로137번길",2
"1089","광주광역시 북구 무등로154번길",1
"1090","광주광역시 북구 무등로164번길",1
"1091","광주광역시 북구 무등로180번길",4
"1092","광주광역시 북구 무등로202번길",16
"1093","광주광역시 북구 무등로218번길",9
"1094","광주광역시 북구 무등로262번길",1
"1095","광주광역시 북구 무등로61번길",1
"1096","광주광역시 북구 무등로80번길",2
"1097","광주광역시 북구 무등로976번길",2
"1098","광주광역시 북구 무진성길",1
"1099","광주광역시 북구 무진성길32번길",2
"1100","광주광역시 북구 무진성길64번길",1
"1101","광주광역시 북구 문산로",94
"1102","광주광역시 북구 문산로62번길",4
"1103","광주광역시 북구 문산로74번길",10
"1104","광주광역시 북구 문산로92번길",2
"1105","광주광역시 북구 문화소통로",24
"1106","광주광역시 북구 문화소통로108번길",1
"1107","광주광역시 북구 문화소통로302번길",2
"1108","광주광역시 북구 민주로",3
"1109","광주광역시 북구 반룡로",11
"1110","광주광역시 북구 반룡로18번길",5
"1111","광주광역시 북구 반룡로27번길",13
"1112","광주광역시 북구 반룡로28번길",8
"1113","광주광역시 북구 반룡로41번길",4
"1114","광주광역시 북구 반룡로42번길",6
"1115","광주광역시 북구 반룡로5번길",3
"1116","광주광역시 북구 반룡로6번길",2
"1117","광주광역시 북구 밤실로",63
"1118","광주광역시 북구 밤실로167번길",3
"1119","광주광역시 북구 밤실로169번길",2
"1120","광주광역시 북구 밤실로181번길",2
"1121","광주광역시 북구 밤실로191번길",1
"1122","광주광역시 북구 밤실로208번길",13
"1123","광주광역시 북구 배재길",2
"1124","광주광역시 북구 버들로",7
"1125","광주광역시 북구 버들로19번길",4
"1126","광주광역시 북구 복룡길24번길",1
"1127","광주광역시 북구 복룡길30번길",1
"1128","광주광역시 북구 복룡길38번길",8
"1129","광주광역시 북구 본촌마을길",6
"1130","광주광역시 북구 본촌마을길102번길",1
"1131","광주광역시 북구 본촌택지로",2
"1132","광주광역시 북구 부남길",2
"1133","광주광역시 북구 부남길15번길",1
"1134","광주광역시 북구 북문대로",120
"1135","광주광역시 북구 북문대로103번길",27
"1136","광주광역시 북구 북문대로150번길",3
"1137","광주광역시 북구 북문대로159번길",30
"1138","광주광역시 북구 북문대로169번길",13
"1139","광주광역시 북구 북문대로170번길",1
"1140","광주광역시 북구 북문대로187번길",4
"1141","광주광역시 북구 북문대로19번길",14
"1142","광주광역시 북구 북문대로201번길",1
"1143","광주광역시 북구 북문대로232번길",11
"1144","광주광역시 북구 북문대로242번길",17
"1145","광주광역시 북구 북문대로247번길",8
"1146","광주광역시 북구 북문대로33번길",24
"1147","광주광역시 북구 북문대로42번길",1
"1148","광주광역시 북구 북문대로49번길",6
"1149","광주광역시 북구 북문대로98번길",15
"1150","광주광역시 북구 불태1로",1
"1151","광주광역시 북구 불태3로",1
"1152","광주광역시 북구 비엔날레로",57
"1153","광주광역시 북구 비엔날레로13번길",2
"1154","광주광역시 북구 비엔날레로42번길",1
"1155","광주광역시 북구 비엔날레로4번길",1
"1156","광주광역시 북구 비엔날레로82번길",3
"1157","광주광역시 북구 비엔날레로93번길",7
"1158","광주광역시 북구 삼소로",7
"1159","광주광역시 북구 삼정로",75
"1160","광주광역시 북구 삼정로120번길",2
"1161","광주광역시 북구 삼정로3번길",17
"1162","광주광역시 북구 삼정로66번길",5
"1163","광주광역시 북구 삼정로87번길",2
"1164","광주광역시 북구 삼정소로길",1
"1165","광주광역시 북구 상촌로",18
"1166","광주광역시 북구 상촌로15번길",1
"1167","광주광역시 북구 상촌로43번길",3
"1168","광주광역시 북구 생용길",4
"1169","광주광역시 북구 서강로",74
"1170","광주광역시 북구 서강로131번길",8
"1171","광주광역시 북구 서강로53번길",7
"1172","광주광역시 북구 서강로54번길",24
"1173","광주광역시 북구 서강로62번길",10
"1174","광주광역시 북구 서강로66번길",10
"1175","광주광역시 북구 서강로67번길",2
"1176","광주광역시 북구 서강로74번길",5
"1177","광주광역시 북구 서강로82번길",6
"1178","광주광역시 북구 서림로",40
"1179","광주광역시 북구 서림로100번길",3
"1180","광주광역시 북구 서림로81번길",3
"1181","광주광역시 북구 서방로",113
"1182","광주광역시 북구 서방로107번길",23
"1183","광주광역시 북구 서방로135번길",1
"1184","광주광역시 북구 서방로148번길",1
"1185","광주광역시 북구 서방로172번길",3
"1186","광주광역시 북구 서방로181번길",1
"1187","광주광역시 북구 서방로182번길",2
"1188","광주광역시 북구 서방로19번길",6
"1189","광주광역시 북구 서방로31번길",3
"1190","광주광역시 북구 서방로39번길",15
"1191","광주광역시 북구 서방로51번길",2
"1192","광주광역시 북구 서방로63번길",16
"1193","광주광역시 북구 서방로68번길",1
"1194","광주광역시 북구 서방로73번길",12
"1195","광주광역시 북구 서방로76번길",2
"1196","광주광역시 북구 서방로81번길",11
"1197","광주광역시 북구 서방로9번길",11
"1198","광주광역시 북구 서암대로",58
"1199","광주광역시 북구 서암대로100번길",1
"1200","광주광역시 북구 서암대로120번길",2
"1201","광주광역시 북구 서암대로132번길",1
"1202","광주광역시 북구 서암대로159번길",2
"1203","광주광역시 북구 서암대로18번길",1
"1204","광주광역시 북구 서암대로208번길",1
"1205","광주광역시 북구 서암대로223번길",1
"1206","광주광역시 북구 서암대로274번길",1
"1207","광주광역시 북구 서암대로305번길",8
"1208","광주광역시 북구 서암대로315번길",5
"1209","광주광역시 북구 서암대로76번길",1
"1210","광주광역시 북구 서양로",47
"1211","광주광역시 북구 서양로41번길",4
"1212","광주광역시 북구 서하로",178
"1213","광주광역시 북구 서하로106번길",3
"1214","광주광역시 북구 서하로183번길",11
"1215","광주광역시 북구 서하로194번길",16
"1216","광주광역시 북구 서하로214번길",5
"1217","광주광역시 북구 서하로233번길",4
"1218","광주광역시 북구 서하로245번길",3
"1219","광주광역시 북구 서하로257번길",5
"1220","광주광역시 북구 서하로274번길",2
"1221","광주광역시 북구 서하로316번길",1
"1222","광주광역시 북구 서하로355번길",6
"1223","광주광역시 북구 서하로94번길",4
"1224","광주광역시 북구 석곡로",16
"1225","광주광역시 북구 설죽로",231
"1226","광주광역시 북구 설죽로126번길",3
"1227","광주광역시 북구 설죽로171번길",2
"1228","광주광역시 북구 설죽로196번길",5
"1229","광주광역시 북구 설죽로202번길",36
"1230","광주광역시 북구 설죽로214번길",57
"1231","광주광역시 북구 설죽로217번길",34
"1232","광주광역시 북구 설죽로251번길",21
"1233","광주광역시 북구 설죽로279번길",2
"1234","광주광역시 북구 설죽로315번길",19
"1235","광주광역시 북구 설죽로320번길",15
"1236","광주광역시 북구 설죽로348번길",3
"1237","광주광역시 북구 설죽로355번길",1
"1238","광주광역시 북구 설죽로370번길",18
"1239","광주광역시 북구 설죽로389번길",16
"1240","광주광역시 북구 설죽로404번길",3
"1241","광주광역시 북구 설죽로415번길",3
"1242","광주광역시 북구 설죽로440번길",2
"1243","광주광역시 북구 설죽로455번길",4
"1244","광주광역시 북구 설죽로471번길",16
"1245","광주광역시 북구 송강로",5
"1246","광주광역시 북구 송강로35번길",2
"1247","광주광역시 북구 송월로",8
"1248","광주광역시 북구 송월로20번길",3
"1249","광주광역시 북구 송월로30번길",4
"1250","광주광역시 북구 송월로39번길",1
"1251","광주광역시 북구 송월로40번길",4
"1252","광주광역시 북구 송월로50번길",3
"1253","광주광역시 북구 송월로58번길",2
"1254","광주광역시 북구 송해로",73
"1255","광주광역시 북구 송해로39번길",4
"1256","광주광역시 북구 송해로40번길",1
"1257","광주광역시 북구 송해로4번길",2
"1258","광주광역시 북구 송해로58번길",16
"1259","광주광역시 북구 수곡마을로",1
"1260","광주광역시 북구 수리마을길",1
"1261","광주광역시 북구 신용산길",2
"1262","광주광역시 북구 신임로",9
"1263","광주광역시 북구 신임로31번길",4
"1264","광주광역시 북구 신임로32번길",2
"1265","광주광역시 북구 신촌로",5
"1266","광주광역시 북구 신촌로23번길",5
"1267","광주광역시 북구 신촌샛강길",2
"1268","광주광역시 북구 신흥로",4
"1269","광주광역시 북구 신흥로27번길",1
"1270","광주광역시 북구 안산로",104
"1271","광주광역시 북구 앰코로",11
"1272","광주광역시 북구 양산로",92
"1273","광주광역시 북구 양산로71번길",5
"1274","광주광역시 북구 양산신촌길",8
"1275","광주광역시 북구 양산제로",16
"1276","광주광역시 북구 양산제로137번길",7
"1277","광주광역시 북구 양산택지로",75
"1278","광주광역시 북구 양산택지로121번길",1
"1279","광주광역시 북구 양산택지로33번길",5
"1280","광주광역시 북구 양산택지로34번길",8
"1281","광주광역시 북구 양산택지로37번길",15
"1282","광주광역시 북구 양산택지로51번길",6
"1283","광주광역시 북구 양산택지로79번길",6
"1284","광주광역시 북구 양산택지소로",6
"1285","광주광역시 북구 양일1로",3
"1286","광주광역시 북구 양일로",45
"1287","광주광역시 북구 양일로305번길",30
"1288","광주광역시 북구 양일로343번길",6
"1289","광주광역시 북구 양일로344번길",2
"1290","광주광역시 북구 양지마을길",4
"1291","광주광역시 북구 어매마을길",3
